Origin Document,Part In Document,File,Addendum,Part,Section,Section Title,Entity-Long,Entity,Programme,Programme Title,Subprogramme,Description,Link,Symbol,Full Document Symbol,Source
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 3 – International trade and commodities,Promoting creative economy for sustainable development,https://docs.un.org/en/A/RES/78/133,78/133,A/RES/78/133,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 3 – International trade and commodities,"Our ocean, our future: call for action",https://docs.un.org/en/A/RES/79/314,79/314,A/RES/79/314,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 3 – International trade and commodities,"Necessity of ending the economic, commercial and financial embargo imposed by the United States of America against Cuba",https://docs.un.org/en/A/RES/80/4,80/4,A/RES/80/4,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 3 – International trade and commodities,Commodities,https://docs.un.org/en/A/RES/80/124,80/124,A/RES/80/124,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 4 – Technology and logistics,World Summit on the Information Society,https://docs.un.org/en/A/RES/60/252,60/252,A/RES/60/252,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 4 – Technology and logistics,Sendai Framework for Disaster Risk Reduction 2015–2030,https://docs.un.org/en/A/RES/69/283,69/283,A/RES/69/283,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 4 – Technology and logistics,Strengthening the links between all modes of transport to achieve the Sustainable Development Goals,https://docs.un.org/en/A/RES/78/148,78/148,A/RES/78/148,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 4 – Technology and logistics,Impact of rapid technological change on the achievement of the Sustainable Development Goals and targets,https://docs.un.org/en/A/RES/79/334,79/334,A/RES/79/334,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 4 – Technology and logistics,Information and communications technologies for sustainable development,https://docs.un.org/en/A/RES/80/118,80/118,A/RES/80/118,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 4 – Technology and logistics,"Science, technology and innovation for sustainable development",https://docs.un.org/en/A/RES/80/147,80/147,A/RES/80/147,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 4 – Technology and logistics,Outcome document of the high-level meeting of the General Assembly on the overall review of the implementation of the outcomes of the World Summit on the Information Society,https://docs.un.org/en/A/RES/80/173,80/173,A/RES/80/173,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 4 – Technology and logistics,Assessment of the progress made in the implementation of and follow-up to the outcomes of the World Summit on the Information Society,https://docs.un.org/en/E/RES/2015/26,2015/26,E/RES/2015/26,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 4 – Technology and logistics,Assessment of the progress made in the implementation of and follow-up to the outcomes of the World Summit on the Information Society,https://docs.un.org/en/E/RES/2025/18,2025/18,E/RES/2025/18,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 4 – Technology and logistics,"Science, technology and innovation for development",https://docs.un.org/en/E/RES/2025/19,2025/19,E/RES/2025/19,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,Subprogramme 4 – Technology and logistics,Support to Non-Self-Governing Territories by the specialized agencies and international institutions associated with the United Nations,https://docs.un.org/en/E/RES/2025/32,2025/32,E/RES/2025/32,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,"Subprogramme 5 – Africa, least developed countries and special programmes",Smooth transition for countries graduating from the list of least developed countries,https://docs.un.org/en/A/RES/67/221,67/221,A/RES/67/221,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,"Subprogramme 5 – Africa, least developed countries and special programmes",Graduation of countries from the least developed country category,https://docs.un.org/en/A/RES/73/133,73/133,A/RES/73/133,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 12).json,,IV,12,Trade and development,United Nations Conference on Trade and Development,UNCTAD,10.0,Trade and development,"Subprogramme 5 – Africa, least developed countries and special programmes",Report of the Committee for Development Policy on its twenty-sixth session,https://docs.un.org/en/E/RES/2025/2,2025/2,E/RES/2025/2,Economic and Social Council resolution
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,International Trade Centre,https://docs.un.org/en/A/RES/2297(XXII),2297 (XXII),A/RES/2297(XXII),General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,Addis Ababa Action Agenda of the Third International Conference on Financing for Development (Addis Ababa Action Agenda),https://docs.un.org/en/A/RES/69/313,69/313,A/RES/69/313,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,Transforming our world: the 2030 Agenda for Sustainable Development,https://docs.un.org/en/A/RES/70/1,70/1,A/RES/70/1,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,"Micro-, Small and Medium-sized Enterprises Day",https://docs.un.org/en/A/RES/71/279,71/279,A/RES/71/279,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,Doha Programme of Action for the Least Developed Countries,https://docs.un.org/en/A/RES/76/258,76/258,A/RES/76/258,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,Cooperation between the United Nations and the Economic Cooperation Organization,https://docs.un.org/en/A/RES/77/330,77/330,A/RES/77/330,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,The Antigua and Barbuda Agenda for Small Island Developing States: A Renewed Declaration for Resilient Prosperity,https://docs.un.org/en/A/RES/78/317,78/317,A/RES/78/317,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,The Pact for the Future,https://docs.un.org/en/A/RES/79/1,79/1,A/RES/79/1,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,Entrepreneurship for sustainable development,https://docs.un.org/en/A/RES/79/201,79/201,A/RES/79/201,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,Towards a New International Economic Order,https://docs.un.org/en/A/RES/79/215,79/215,A/RES/79/215,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,Role of the United Nations in promoting development in the context of globalization and interdependence,https://docs.un.org/en/A/RES/79/216,79/216,A/RES/79/216,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,"Promotion of sustainable and resilient tourism, including ecotourism, for poverty eradication and environmental protection",https://docs.un.org/en/A/RES/79/220,79/220,A/RES/79/220,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,Industrial development cooperation,https://docs.un.org/en/A/RES/79/222,79/222,A/RES/79/222,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,Women in development,https://docs.un.org/en/A/RES/79/223,79/223,A/RES/79/223,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,Quadrennial comprehensive policy review of operational activities for development of the United Nations system,https://docs.un.org/en/A/RES/79/226,79/226,A/RES/79/226,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,Towards global partnerships: a principle-based approach to enhanced cooperation between the United Nations and all relevant partners,https://docs.un.org/en/A/RES/79/228,79/228,A/RES/79/228,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,Programme of Action for Landlocked Developing Countries for the Decade 2024–2034,https://docs.un.org/en/A/RES/79/233,79/233,A/RES/79/233,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,Sevilla Commitment,https://docs.un.org/en/A/RES/79/323,79/323,A/RES/79/323,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 13).json,,IV,13,International Trade Centre,International Trade Centre,ITC,10.0,Trade and development,Subprogramme 6,Information and communications technologies for sustainable development,https://docs.un.org/en/A/RES/80/118,80/118,A/RES/80/118,General Assembly resolutions
